DOI,published.date-parts,is-referenced-by-count,title
10.21105/joss.01603,2019-08-21,6,containerit: Generating Dockerfiles for reproducible research with R
10.21105/joss.01400,2019-05-04,6,ppiclF: A Parallel Particle-In-Cell Library in Fortran
10.21105/joss.01234,2019-05-15,6,pyuvsim: A comprehensive simulation package for radio interferometers in python.
10.21105/joss.02178,2020-05-21,6,TESPy: Thermal Engineering Systems in Python
10.21105/joss.02071,2020-02-06,5,osfr: An R Interface to the Open Science Framework
10.21105/joss.00809,2018-08-14,5,"unyt: Handle, manipulate, and convert data with units in Python"
10.21105/joss.00790,2018-06-22,5,phylogram: an R package for phylogenetic analysis with nested lists
10.21105/joss.02066,2020-02-18,5,SpeciesEvolver: A Landlab component to evolve life in simulated landscapes
10.21105/joss.02582,2020-10-22,5,21cmFAST v3: A Python-integrated C code for generating 3D realizations of the cosmic 21cm signal.
10.21105/joss.00333,2017-08-02,5,rtimicropem: an R package supporting the analysis of RTI MicroPEM output files
10.21105/joss.00569,2018-02-12,5,ChebTools: C++11 (and Python) tools for working with Chebyshev expansions
10.21105/joss.01182,2019-07-26,5,VIVO: a system for research discovery
10.21105/joss.02006,2020-06-20,5,LiberTEM: Software platform for scalable multidimensional data processing in transmission electron microscopy
10.21105/joss.01543,2019-09-08,5,pyMARS: automatically reducing chemical kinetic models in Python
10.21105/joss.01458,2019-08-12,5,"webweb: a tool for creating, displaying, and sharing interactive network visualizations on the web"
10.21105/joss.00189,2017-03-07,5,spatial-efd: A spatial-aware implementation of elliptical Fourier analysis
10.21105/joss.00465,2017-12-15,5,mpnum: A matrix product representation library for Python
10.21105/joss.00979,2018-10-17,5,Lithology: A Landlab submodule for spatially variable rock properties
10.21105/joss.02784,2021-01-22,5,"kalepy: a Python package for kernel density estimation, sampling and plotting"
10.21105/joss.03262,2021-07-01,5,"DataLad: distributed system for joint management of code, data, and their relationship"
10.21105/astro.2008.08090,2020-12-21,5,The Formation of Very Massive Stars in Early Galaxies and Implications for Intermediate Mass Black Holes
10.21105/joss.01721,2019-10-17,5,MiSTree: a Python package for constructing and analysing Minimum Spanning Trees
10.21105/joss.01037,2018-12-11,5,GPUE: Graphics Processing Unit Gross--Pitaevskii Equation solver
10.21105/joss.01959,2020-03-01,5,Pyglmnet: Python implementation of elastic-net regularized generalized linear models
10.21105/joss.00062,2016-11-09,5,xpecgen: A program to calculate x-ray spectra generated in tungsten anodes
10.21105/joss.01614,2019-08-20,5,drms: A Python package for accessing HMI and AIA data
10.21105/joss.02042,2020-03-27,5,MetSim: A Python package for estimation and disaggregation of meteorological data
10.21105/joss.01397,2019-05-31,5,hankel: A Python library for performing simple and accurate Hankel transformations
10.21105/joss.02307,2020-09-04,5,Excimontec v1.0: An Open-Source Software Tool for Kinetic Monte Carlo Simulations of Organic Electronic Devices
10.21105/joss.01700,2019-09-24,5,RHEOS.jl -- A Julia Package for Rheology Data Analysis
10.21105/joss.01171,2019-07-16,5,COSplay: Contrast Optimized Stimulation Player
10.21105/joss.00812,2018-10-03,5,DeGAUSS: Decentralized Geomarker Assessment for Multi-Site Studies
10.21105/astro.1904.03201,2020-03-13,5,Halo Spin from Primordial Inner Motions
10.21105/joss.01566,2019-10-03,5,kdensity: An R package for kernel density estimation with parametric starts and asymmetric kernels
10.21105/joss.00124,2017-11-09,5,Confidence Intervals for Random Forests in Python
10.21105/joss.02160,2020-03-30,5,PyZFS: A Python package for first-principles calculations of zero-field splitting tensors
10.21105/joss.02122,2020-03-19,5,Pippin: A pipeline for supernova cosmology
10.21105/joss.00781,2018-09-04,5,approxposterior: Approximate Posterior Distributions in Python
10.21105/joss.01247,2019-05-12,5,SkyPortal: An Astronomical Data Platform
10.21105/joss.00171,2017-02-03,5,RiskPortfolios: Computation of Risk-Based Portfolios in R
10.21105/joss.00521,2018-02-04,5,The Experiment Factory: Reproducible Experiment Containers
10.21105/joss.00876,2018-09-01,5,GEM: A Python package for graph embedding methods
10.21105/joss.00860,2018-08-08,5,TDAstats: R pipeline for computing persistent homology in topological data analysis
10.21105/joss.01931,2020-02-19,5,NeuroDiffEq: A Python package for solving differential equations with neural networks
10.21105/joss.03073,2021-05-14,5,mikropml: User-Friendly R Package for Supervised Machine Learning Pipelines
10.21105/joss.00870,2018-08-06,5,logKDE: log-transformed kernel density estimation
10.21105/joss.00354,2017-08-27,5,Bruker2nifti: Magnetic Resonance Images converter from Bruker ParaVision to Nifti format
10.21105/joss.01190,2019-02-10,5,Multiblock PLS: Block dependent prediction modeling for Python
10.21105/joss.00146,2017-04-14,5,eLabFTW: An open source laboratory notebook for research labs
10.21105/joss.00924,2018-10-02,5,graynet: single-subject morphometric networks for neuroscience connectivity applications
10.21105/joss.01336,2019-03-29,5,rrcf: Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams
10.21105/joss.00396,2017-09-20,5,SimuPy: A Python framework for modeling and simulating dynamical systems
10.21105/joss.00339,2017-08-27,5,Lcopt - An interactive tool for creating fully parameterised Life Cycle Assessment (LCA) foreground models
10.21105/joss.00268,2018-09-04,5,"Windrose: A Python Matplotlib, Numpy library to manage wind and pollution data, draw windrose"
10.21105/joss.02285,2020-06-20,5,PupillometryR: An R package for preparing and analysing pupillometry data
10.21105/joss.01463,2019-07-22,5,emg3d: A multigrid solver for 3D electromagnetic diffusion
10.21105/joss.01573,2019-09-08,5,TimeSeriesClustering: An extensible framework in Julia
10.21105/joss.01442,2019-06-20,5,phylosmith: an R-package for reproducible and efficient microbiome analysis with phyloseq-objects
10.21105/joss.01656,2020-02-06,5,ASCENDS: Advanced data SCiENce toolkit for Non-Data Scientists
10.21105/joss.01179,2019-02-12,5,CITapp - a response time-based Concealed Information Test lie detector web application
10.21105/joss.01284,2019-03-13,4,JuliaCall: an R package for seamless integration between R and Julia
10.21105/joss.01797,2020-03-06,4,"Underworld2: Python Geodynamics Modelling for Desktop, HPC and Cloud"
10.21105/joss.02106,2020-03-30,4,mhealthtools: A Modular R Package for Extracting Features from Mobile and Wearable Sensor Data
10.21105/joss.01096,2018-12-05,4,ggvoronoi: Voronoi Diagrams and Heatmaps with ggplot2
10.21105/joss.00878,2018-08-07,4,"Containershare: Open Source Registry to build, test, deploy with CircleCI"
10.21105/astro.1904.07173,2019-07-18,4,Propagating Residual Biases in Cosmic Shear Power Spectra
10.21105/joss.00338,2017-08-15,4,RefManageR: Import and Manage BibTeX and BibLaTeX References in R
10.21105/joss.02179,2020-05-06,4,MPA: a novel cross-language API for time series analysis
10.21105/joss.00012,2016-05-16,4,mst_clustering: Clustering via Euclidean Minimum Spanning Trees
10.21105/joss.00593,2018-05-04,4,Phylen: automatic phylogenetic reconstruction using the EggNOG database
10.21105/joss.02029,2020-05-11,4,WEPPCLIFF: A command-line tool to process climate inputs for soil loss models
10.21105/joss.02411,2020-08-31,4,matchms - processing and similarity evaluation of mass spectrometry data.
10.21105/joss.02348,2020-07-02,4,pypillometry: A Python package for pupillometric analyses
10.21105/joss.00688,2018-07-08,4,qualtRics: retrieve survey data using the Qualtrics API
10.21105/joss.01910,2019-12-06,4,Dryft: A Python and MATLAB package to correct drifting ground reaction force signals during treadmill running
10.21105/joss.00950,2018-11-06,4,JavaPermutationTools: A Java Library of Permutation Distance Metrics
10.21105/joss.00179,2017-03-08,4,AncesTrim - a tool for trimming complex pedigrees
10.21105/joss.02060,2020-04-13,4,ampscan: A lightweight Python package for shape analysis of prosthetics and orthotics
10.21105/joss.01890,2019-12-20,4,pybeach: A Python package for extracting the location of dune toes on beach profile transects
10.21105/joss.02507,2020-10-26,4,TTLocVis: A Twitter Topic Location Visualization Package
10.21105/joss.00424,2017-10-06,4,Quail: A Python toolbox for analyzing and plotting free recall data
10.21105/joss.00441,2017-11-12,4,Hytool: an open source matlab toolbox for the interpretation of hydraulic tests using analytical solutions
10.21105/joss.02170,2020-06-19,4,LTRpred: de novo annotation of intact retrotransposons
10.21105/joss.02111,2020-07-21,4,BGGM: Bayesian Gaussian Graphical Models in R
10.21105/joss.01982,2020-03-06,4,SAILS: Spectral Analysis In Linear Systems
10.21105/joss.00168,2017-02-04,4,bíogo/hts: high throughput sequence handling for the Go language
10.21105/joss.01611,2019-10-08,4,Agents.jl: agent-based modeling framework in Julia
10.21105/joss.01554,2019-10-21,4,Blimpy: Breakthrough Listen I/O Methods for Python
10.21105/joss.03041,2021-04-23,4,splithalf: robust estimates of split half reliability
10.21105/joss.00735,2018-06-17,4,egtplot: A Python Package for Three-Strategy Evolutionary Games
10.21105/joss.01884,2019-12-01,4,Plonk: Smoothed particle hydrodynamics analysis and visualization with Python
10.21105/joss.02505,2020-08-21,4,sbi: A toolkit for simulation-based inference
10.21105/joss.00401,2017-09-21,4,ECNet: Large scale machine learning projects for fuel property prediction
10.21105/joss.00606,2018-03-11,4,coalitions: Coalition probabilities in multi-party democracies
10.21105/joss.00965,2018-09-30,4,dyPolyChord: dynamic nested sampling with PolyChord
10.21105/joss.01776,2019-10-29,4,umami: A Python package for Earth surface dynamics objective function construction
10.21105/joss.01327,2019-07-08,4,Basicsums: A Python package for computing structural sums and the effective conductivity of random composites
10.21105/joss.01606,2019-08-12,4,X.509-Compliant Hybrid Certificates for the Post-Quantum Transition
10.21105/joss.00167,2017-02-18,4,bíogo: a simple high-performance bioinformatics toolkit for the Go language
10.21105/joss.02704,2020-11-07,4,MLJ: A Julia package for composable machine learning
10.21105/joss.01071,2018-11-19,4,Shenfun: High performance spectral Galerkin computing platform
10.21105/joss.00031,2016-07-01,4,"Prism: Multiple spline regression with regularization, dimensionality reduction, and feature selection"
10.21105/joss.00458,2017-11-19,4,"DynamicalBilliards.jl: An easy-to-use, modular and extendable Julia package for Dynamical Billiard systems in two dimensions."
10.21105/joss.01517,2019-10-25,4,DEEPaaS API: a REST API for Machine Learning and Deep Learning models
10.21105/joss.02027,2019-02-05,4,shapr: An R-package for explaining machine learning models with dependence-aware Shapley values
10.21105/joss.01185,2019-03-21,4,open_iA: A tool for processing and visual analysis of industrial computed tomography datasets
10.21105/joss.00232,2017-05-26,4,libqcpp: A C++14 sequence quality control library
10.21105/joss.00877,2018-08-27,4,tidynamics: A tiny package to compute the dynamics of stochastic and molecular simulations
10.21105/joss.01824,2019-11-01,4,pyscal: A python module for structural analysis of atomic environments
10.21105/joss.01148,2019-01-02,4,tissueloc: Whole slide digital pathology image tissue localization
10.21105/joss.01002,2018-11-01,4,TensorFlow.jl: An Idiomatic Julia Front End for TensorFlow
10.21105/joss.03285,2021-06-22,4,exoplanet: Gradient-based probabilistic inference for exoplanet data  other astronomical time series
10.21105/joss.01555,2020-02-10,4,FEST-3D: Finite-volume Explicit STructured 3-Dimensional solver
10.21105/joss.00280,2017-08-29,4,AmgXWrapper: An interface between PETSc and the NVIDIA AmgX library
10.21105/joss.01808,2020-04-06,4,rf: Receiver function calculation in seismology
10.21105/joss.01979,2020-02-08,4,Pubmed Parser: A Python Parser for PubMed Open-Access XML Subset and MEDLINE XML Dataset XML Dataset
10.21105/joss.02343,2020-09-03,4,"qMRLab: Quantitative MRI analysis, under one umbrella"
10.21105/joss.02317,2020-07-23,4,The Basic Model Interface 2.0: A standard interface for coupling numerical models in the geosciences
10.21105/joss.01208,2019-03-09,4,"A News Verification Browser for the Detection of Clickbait, Satire, and Falsified News"
10.21105/astro.2007.07253,2020-09-29,4,"The impact of signal-to-noise, redshift, and angular range on the bias of weak lensing 2-point functions"
10.21105/joss.00668,2018-07-08,4,pdfsearch: Search Tools for PDF Files
10.21105/joss.00490,2018-01-03,4,pyodesys: Straightforward numerical integration of ODE systems from Python
10.21105/joss.02521,2020-09-16,4,EFAtools: An R package with fast and flexible implementations of exploratory factor analysis tools
10.21105/joss.00515,2018-05-09,4,scanstatistics: space-time anomaly detection using scan statistics
10.21105/joss.00176,2017-02-28,4,remBoot: An R package for Random Encounter Modelling
10.21105/joss.00829,2018-08-02,4,"pysrim: Automation, Analysis, and Plotting of SRIM Calculations"
10.21105/joss.00035,2016-10-12,4,LAS: an integrated language analysis tool for multiple languages
10.21105/joss.01264,2019-03-21,4,CluSim: a python package for calculating clustering similarity
10.21105/jose.00042,2019-04-26,4,A course on Geographic Data Science
10.21105/joss.00380,2017-11-27,3,"Histogram-weighted Networks for Feature Extraction, Connectivity and Advanced Analysis in Neuroscience"
10.21105/joss.00272,2017-07-03,3,khmer release v2.1: software for biological sequence analysis
10.21105/joss.00085,2016-10-25,3,VCFPy: a Python 3 library with good support for both reading and writing VCF
10.21105/joss.02868,2021-02-12,3,ivadomed: A Medical Imaging Deep Learning Toolbox
10.21105/joss.01252,2019-03-31,3,LightTwinSVM: A Simple and Fast Implementation of Standard Twin Support Vector Machine Classifier
10.21105/joss.01249,2019-03-14,3,dfitspy: a dfits|fitsort implementation in python
10.21105/joss.01229,2019-06-10,3,Model dispersion with PRISM; an alternative to MCMC for rapid analysis of models
10.21105/joss.01066,2018-11-27,3,Scarplet: A Python package for topographic template matching and diffusion dating
10.21105/joss.02103,2020-03-09,3,fleck: Fast approximate light curves for starspot rotational modulation
10.21105/joss.01757,2019-11-21,3,MAESTROeX: A Massively Parallel Low Mach Number Astrophysical Solver
10.21105/joss.02472,2020-08-03,3,tidyHeatmap: an R package for modular heatmap production based on tidy principles
10.21105/joss.01525,2019-08-16,3,multimatch-gaze: The MultiMatch algorithm for gaze path comparison in Python
10.21105/joss.00471,2017-12-05,3,bikedata
10.21105/joss.01935,2020-02-10,3,GroundwaterDupuitPercolator: A Landlab component for groundwater flow
10.21105/joss.02339,2020-08-03,3,MorphoPy: A python package for feature extraction of neural morphologies.
10.21105/joss.00850,2018-08-20,3,powerbox: A Python package for creating structured fields with isotropic power spectra
10.21105/joss.02727,2020-12-12,3,PyQMRI: An accelerated Python based Quantitative MRI toolbox
10.21105/astro.2006.14625,2020-08-24,3,Massive Star Formation in Metal-Enriched Haloes at High Redshift
10.21105/joss.01725,2019-10-12,3,PyPulseq: A Python Package for MRI Pulse Sequence Design
10.21105/joss.00300,2018-01-30,3,opty: Software for trajectory optimization and parameter identification using direct collocation
10.21105/joss.00235,2017-07-04,3,Text detection in screen images with a Convolutional Neural Network
10.21105/astro.1603.07299,2016-10-08,3,K-CORRECTIONS: AN EXAMINATION OF THEIR CONTRIBUTION TO THE UNCERTAINTY OF LUMINOSITY MEASUREMENTS
10.21105/joss.00363,2017-08-22,3,The psyplot interactive visualization framework
10.21105/joss.02369,2020-08-21,3,scikit-fem: A Python package for finite element assembly
10.21105/joss.00052,2016-12-20,3,fuse: An R package for ensemble Hydrological Modelling
10.21105/joss.00281,2017-07-26,3,OpenSpace: An open-source astrovisualization framework
10.21105/joss.02513,2020-10-23,3,CASTRO: A Massively Parallel Compressible Astrophysics Simulation Code
10.21105/joss.02119,2020-03-06,3,covtobed: a simple and fast tool to extract coverage tracks from BAM files
10.21105/joss.01137,2019-01-12,3,PsychroLib: a library of psychrometric functions to calculate thermodynamic properties of air
10.21105/joss.00488,2018-01-22,3,CheSweet: An application to predict glycan’s chemicals shifts
10.21105/joss.02134,2020-04-27,3,hypr: An R package for hypothesis-driven contrast coding
10.21105/joss.00885,2018-08-15,3,"Genotify: Fast, lightweight gene lookup and summarization"
10.21105/joss.00748,2018-06-04,3,Discrete Laplace mixture model with applications in forensic genetics
10.21105/joss.01915,2019-12-11,3,alignparse: A Python package for parsing complex features from high-throughput long-read sequencing
10.21105/joss.01881,2019-12-18,3,ytree: A Python package for analyzing merger trees
10.21105/joss.00684,2018-05-07,3,malan: MAle Lineage ANalysis
10.21105/joss.01540,2019-09-04,3,Sourcepredict: Prediction of metagenomic sample sources using dimension reduction followed by machine learning classification
10.21105/joss.00056,2017-01-20,3,hddtools: Hydrological Data Discovery Tools
10.21105/joss.02520,2020-08-26,3,Gridap: An extensible Finite Element toolbox in Julia
10.21105/joss.00797,2018-08-07,3,effmass: An effective mass package
10.21105/astro.1903.04957,2019-12-09,3,Sheer shear: weak lensing with one mode
10.21105/joss.00516,2018-02-04,3,Pymagicc: A Python wrapper for the simple climate model MAGICC
10.21105/joss.00964,2018-10-08,3,eSCAPE: parallel global-scale landscape evolution model
10.21105/joss.00350,2017-10-15,3,UglyMol: a WebGL macromolecular viewer focused on the electron density
10.21105/jose.00013,2018-08-30,3,The Riffomonas Reproducible Research Tutorial Series
10.21105/joss.01427,2019-07-09,3,fmcmc: A friendly MCMC framework
10.21105/joss.02604,2021-02-23,3,OpenDrop: Open-source software for pendant drop tensiometry  contact angle measurements
10.21105/joss.00055,2016-09-25,3,RcppCNPy: Read-Write Support for NumPy Files in R
10.21105/joss.00787,2018-07-30,3,rowan: A Python package for working with quaternions
10.21105/joss.00365,2017-10-16,3,gmm_diag and gmm_full: C++ classes for multi-threaded Gaussian mixture models and Expectation-Maximisation
10.21105/joss.01911,2020-01-29,3,cdcam: Cambridge Digital Communications Assessment Model
10.21105/joss.01663,2019-12-18,3,SleepPy: A python package for sleep analysis from accelerometer data
10.21105/joss.00548,2018-02-20,3,G³M-f a global gradient-based groundwater modelling framwork
10.21105/joss.01732,2019-11-08,3,Kanapy: A Python package for generating complex synthetic polycrystalline microstructures
10.21105/joss.01684,2020-01-14,3,UPOsHam: A Python package for computing unstable periodic orbits in two-degree-of-freedom Hamiltonian systems
10.21105/joss.01191,2019-02-16,3,AxoPy: A Python Library for Implementing Human-Computer Interface Experiments
10.21105/joss.00827,2018-08-15,3,pyPhenology: A python framework for plant phenology modelling
10.21105/joss.00854,2018-08-15,3,aesop: ARC Echelle Spectroscopic Observation Pipeline
10.21105/joss.02063,2020-04-07,3,A Framework to Quality Control Oceanographic Data
10.21105/joss.01798,2019-11-05,3,modelStudio: Interactive Studio with Explanations for ML Predictive Models
10.21105/joss.01722,2019-10-01,3,BayesPostEst: An R Package to Generate Postestimation Quantities for Bayesian MCMC Estimation
10.21105/joss.02535,2020-08-21,3,TEfits: Nonlinear regression for time-evolving indices
10.21105/joss.00990,2019-04-03,3,"Pyoints: A Python package for point cloud, voxel and raster processing."
10.21105/astro.1708.00605,2018-08-05,3,Classifying Exoplanets with Gaussian Mixture Model
10.21105/joss.03236,2021-05-20,3,statsExpressions: R Package for Tidy Dataframes and Expressions with Statistical Details
10.21105/joss.01043,2019-04-07,3,TaylorSeries.jl: Taylor expansions in one and several variables in Julia
10.21105/joss.02410,2020-10-18,3,Viime: Visualization and Integration of Metabolomics Experiments
10.21105/joss.00222,2017-05-02,3,filltex: Automatic queries to ADS and INSPIRE databases to fill LaTex bibliography
10.21105/joss.00374,2017-09-20,3,mcMST: A Toolbox for the Multi-Criteria Minimum Spanning Tree Problem
10.21105/joss.00692,2018-04-25,3,GeoStats.jl – High-performance geostatistics in Julia
10.21105/joss.00721,2018-05-03,3,Suppdata: Downloading Supplementary Data from Published Manuscripts
10.21105/joss.00899,2018-12-04,3,proEQUIB: IDL Library for Plasma Diagnostics and Abundance Analysis
10.21105/joss.00426,2017-10-16,3,Singularity Registry: Open Source Registry for Singularity Images
10.21105/joss.00306,2017-11-30,3,PyGBe-LSPR: Python and GPU Boundary-integral solver for electrostatics
10.21105/joss.01511,2019-09-15,3,swisslandstats-geopy: Python tools for the land statistics datasets from the Swiss Federal Statistical Office
10.21105/joss.01651,2019-09-02,3,deepCR: Cosmic Ray Rejection with Deep Learning
10.21105/joss.01468,2019-09-09,3,WRF-CMake: integrating CMake support into the Advanced Research WRF (ARW) modelling system
10.21105/joss.00980,2019-07-11,3,hoggorm: a python library for explorative multivariate statistics
10.21105/joss.02817,2021-01-08,3,EUKulele: Taxonomic annotation of the unsung eukaryotic microbes
10.21105/astro.2008.08404,2020-12-09,3,Full-sky photon simulation of clusters and active galactic nuclei in the soft X-rays for eROSITA
10.21105/joss.01172,2019-04-15,3,Instrbuilder: A Python package for electrical instrument control
10.21105/joss.00557,2018-02-17,3,register: Registration for Exponential Family Functional Data
10.21105/joss.00407,2017-11-17,3,ImagingReso: A Tool for Neutron Resonance Imaging
10.21105/joss.00411,2017-09-21,3,bomrang: Fetch Australian Government Bureau of Meteorology Data in R
10.21105/joss.02101,2020-05-18,3,LATTE: Lightcurve Analysis Tool for Transiting Exoplanets
10.21105/joss.00430,2018-03-29,3,micompm: A MATLAB/Octave toolbox for multivariate independent comparison of observations
10.21105/joss.01210,2019-02-20,3,surfinpy: A Surface Phase Diagram Generator
10.21105/joss.01706,2019-10-18,3,BotSlayer: real-time detection of bot amplification on Twitter
10.21105/joss.02232,2020-06-22,3,policytree: Policy learning via doubly robust empirical welfare maximization over trees
10.21105/astro.1904.11448,2019-11-19,3,"Assessing non-linear models for galaxy clustering I: unbiased growth
                        forecasts from multipole expansion"
10.21105/joss.01891,2019-11-21,3,Hypothesis: A new approach to property-based testing
10.21105/joss.00087,2016-10-30,3,Correlation Trait Loci (CTL) mapping: phenotype network inference subject to genotype
10.21105/joss.00051,2016-08-28,3,rdefra: Interact with the UK AIR Pollution Database from DEFRA
10.21105/joss.01461,2019-09-19,3,CSaransh : Software Suite to Study Molecular Dynamics Simulations of Collision Cascades
10.21105/joss.02829,2021-01-29,3,Omniscape.jl: Software to compute omnidirectional landscape connectivity
10.21105/joss.01097,2019-02-27,3,"OApackage: A Python package for generation and analysis of orthogonal arrays, optimal designs and conference designs"
10.21105/jose.00037,2019-01-21,3,Python for Atmosphere and Ocean Scientists
10.21105/joss.01168,2019-01-29,3,KMC\_Lattice v2.0: An Object-Oriented C\texttt{++} Library for Custom Kinetic Monte Carlo Simulations
10.21105/joss.01167,2019-02-13,3,HODLRlib: A Library for Hierarchical Matrices
10.21105/joss.01834,2020-02-11,3,ExoTETHyS: Tools for Exoplanetary Transits around host stars
10.21105/joss.02121,2020-07-28,3,Tamaas: a library for elastic-plastic contact of periodic rough surfaces
10.21105/joss.02088,2020-05-05,3,psychTestR: An R package for designing and conducting behavioural psychological experiments
10.21105/joss.02341,2020-09-24,3,NetworkSedimentTransporter: A Landlab component for bed material transport through river networks
10.21105/joss.02003,2020-04-23,3,The MFrontGenericInterfaceSupport project
10.21105/joss.03283,2021-06-08,3,lenstronomy II: A gravitational lensing software ecosystem
10.21105/joss.02689,2020-12-14,3,SIAL: A simple image analysis library for wet-lab scientists
10.21105/joss.03060,2021-06-15,3,Kinetic.jl: A portable finite volume toolbox for scientific and neural computing
10.21105/joss.01506,2019-07-07,3,OceanSpy: A Python package to facilitate ocean model data analysis and visualization
10.21105/joss.02125,2020-07-10,2,Maelstrom: A Python package for identifying companions to pulsating stars from their light travel time variations
10.21105/joss.01857,2019-11-01,2,lightr: import spectral data and metadata in R
10.21105/joss.00050,2016-12-06,2,MassMine: Your Access To Data
10.21105/joss.00151,2017-05-02,2,Kactus2: A graphical EDA tool built on the IP-XACT standard
10.21105/joss.01837,2019-12-03,2,CoralP: Flexible visualization of the human phosphatome
10.21105/joss.02844,2021-01-17,2,c-lasso - a Python package for constrained sparse and robust regression and classification
10.21105/joss.02287,2021-01-30,2,Exonoodle: Synthetic time-series spectra generator for transiting exoplanets
10.21105/joss.00436,2018-02-12,2,Masks2Metrics (M2M): A Matlab Toolbox for Gold Standard Morphometrics
10.21105/joss.00698,2018-07-22,2,"A reusable tree-based web-visualization to browse EDAM ontology, and contribute to it."
10.21105/jose.00034,2019-01-15,2,Org-Coursepack: A Modular and Reusable Teaching Materials Template in Org-mode
10.21105/joss.01341,2019-04-10,2,Capytaine: a Python-based linear potential flow solver
10.21105/joss.00847,2018-09-28,2,sdmbench: R package for benchmarking species distribution models
10.21105/joss.01591,2020-02-12,2,PyMarket - A simple library for simulating markets in Python
10.21105/joss.02328,2020-07-09,2,CollatriX: A GUI to collate MorphoMetriX outputs
10.21105/astro.1811.05786,2019-02-27,2,The X-ray Variability of AGN and its Implications for Observations of Galaxy Clusters
10.21105/joss.00596,2018-05-11,2,Nostril: A nonsense string evaluator written in Python
10.21105/joss.00060,2016-09-23,2,hebbRNN: A Reward-Modulated Hebbian Learning Rule for Recurrent Neural Networks
10.21105/joss.00746,2019-01-22,2,mbir: Magnitude-Based Inferences
10.21105/joss.01799,2019-12-06,2,PyUoI: The Union of Intersections Framework in Python
10.21105/joss.00718,2018-07-03,2,BeeNestABM: An open-source agent-based model of spatiotemporal distribution of bumblebees in nests
10.21105/joss.01509,2019-09-04,2,SmartEDA: An R Package for Automated Exploratory Data Analysis
10.21105/joss.01708,2020-01-16,2,Adeft: Acromine-based Disambiguation of Entities from Text with applications to the biomedical literature
10.21105/joss.01420,2019-07-11,2,ECabc: A feature tuning program focused on Artificial Neural Network hyperparameters
10.21105/joss.01141,2019-01-17,2,WrightTools: a Python package for multidimensional spectroscopy
10.21105/joss.02597,2020-12-24,2,qgs: A flexible Python framework of reduced-order multiscale climate models
10.21105/joss.02430,2020-08-01,2,swiftsimio: A Python library for reading SWIFT data
10.21105/joss.02048,2020-06-08,2,FASMA 2.0: A Python package for stellar parameters and chemical abundances
10.21105/joss.01466,2019-09-29,2,DynaMo: Dynamic Body Shape and Motion Capture with Intel RealSense Cameras
10.21105/joss.02481,2020-10-13,2,PyMatting: A Python Library for Alpha Matting
10.21105/joss.00301,2017-07-21,2,cuIBM: a GPU-based immersed boundary method code
10.21105/joss.00528,2018-02-19,2,grapherator: A Modular Multi-Step Graph Generator
10.21105/joss.02514,2020-10-30,2,RK-Opt: A package for the design of numerical ODE solvers
10.21105/joss.01882,2020-03-23,2,splot - visual analytics for spatial statistics
10.21105/joss.01345,2019-05-09,2,UralicNLP: An NLP Library for Uralic Languages
10.21105/joss.00425,2018-01-04,2,BayesianNetwork: Interactive Bayesian Network Modeling and Analysis
10.21105/joss.01157,2019-05-03,2,dlmmc: Dynamical linear model regression for atmospheric time-series analysis
10.21105/joss.00782,2018-06-29,2,py-opc: operate the Alphasense OPC-N2 from a raspberry pi or other popular microcontrollers/microcomputers
10.21105/astro.1912.12269,2020-01-07,2,Calculation of distances in cosmological models with small-scale inhomogeneities and their use in observational cosmology: a review
10.21105/joss.01410,2019-06-13,2,Stripy: A Python module for (constrained) triangulation in Cartesian coordinates and on a sphere.
10.21105/joss.01387,2019-08-23,2,coronagraph: Telescope Noise Modeling for Exoplanets in Python
10.21105/joss.01545,2019-07-18,2,SeleDiff: A fast and scalable tool for estimating and testing selection differences between populations
10.21105/joss.01675,2019-09-20,2,pySRURGS - a python package for symbolic regression by uniform random global search
10.21105/joss.01771,2020-01-16,2,AliasFinder: A Python script to search for the true planetary frequency within radial velocity data
10.21105/astro.1812.07963,2019-03-13,2,Astronomical observations: a guide for allied researchers
10.21105/joss.02318,2020-06-30,2,PyStokes: phoresis and Stokesian hydrodynamics in Python
10.21105/joss.02768,2021-01-20,2,nap: A molecular dynamics package with parameter-optimization programs for classical and machine-learning potentials
10.21105/joss.02818,2021-01-28,2,Cellocity: A Python package for analysis of confluent cell layer dynamics
10.21105/joss.03194,2021-05-11,2,FIRESONG: A python package to simulate populations of extragalactic neutrino sources
10.21105/joss.02563,2020-10-27,2,"matador: a Python library for analysing, curating and performing high-throughput density-functional theory calculations"
10.21105/joss.00828,2018-08-06,2,The hhi Package: Streamlined Calculation and Visualization of Herfindahl-Hirschman Index Scores
10.21105/joss.01612,2019-09-04,2,AutoGAMESS: A Python package for automation of GAMESS(US) Raman calculations
10.21105/joss.01742,2019-12-06,2,Bedtoolsr: An R package for genomic data analysis and manipulation
10.21105/joss.01593,2019-09-05,2,ccostr: An R package for estimating mean costs with censored data
10.21105/joss.02158,2020-04-03,2,py-pde: A Python package for solving partial differential equations
10.21105/joss.02153,2021-01-03,2,EvoMaster: A Search-Based System Test Generation Tool
10.21105/joss.02527,2020-08-26,2,Disimpy: A massively parallel Monte Carlo simulator for generating diffusion-weighted MRI data in Python
10.21105/joss.01738,2019-09-30,2,Pybotics: Python Toolbox for Robotics
